S_CUSTNO;COGNITIONSOURCE;I_CASES;I_YEAR
1004391;UHD;11;2014
1004391;UHD;35;2015
1004391;UHD;39;2016
1004391;UHD;33;2017
1004391;UHD;19;2018
1004391;UHD;22;2019
1004391;UHD;42;2020
1004391;UHD;29;2021
1004391;UHD;15;2022
1004394;UHD;3;2014
1004394;UHD;3;2015
1004402;UHD;10;2014
1004402;UHD;24;2015
1004402;UHD;29;2016
1004402;UHD;32;2017
1004402;UHD;39;2018
1004402;UHD;47;2019
1004402;UHD;63;2020
1004402;UHD;38;2021
1004402;UHD;12;2022
1004403;UHD;47;2015
1004403;UHD;66;2016
1004403;UHD;59;2017
1004403;UHD;59;2018
1004403;UHD;28;2019
1004403;UHD;32;2020
1004403;UHD;27;2021
1004403;UHD;10;2022
1004416;UHD;0;2014
1004416;UHD;10;2015
1004416;UHD;6;2016
1004416;UHD;22;2017
1004416;UHD;6;2018
1004416;UHD;29;2019
1004416;UHD;17;2020
1004416;UHD;23;2021
1004416;UHD;14;2022
1004418;UHD;1;2014
1004418;UHD;0;2015
1004418;UHD;0;2016
1004427;UHD;0;2015
1004432;UHD;5;2014
1004441;UHD;13;2014
1004441;UHD;31;2015
1004441;UHD;40;2016
1004441;UHD;54;2017
1004441;UHD;42;2018
1004441;UHD;46;2019
1004441;UHD;67;2020
1004441;UHD;33;2021
1004441;UHD;12;2022
1004445;UHD;21;2014
1004445;UHD;59;2015
1004445;UHD;61;2016
1004445;UHD;69;2017
1004445;UHD;51;2018
1004445;UHD;54;2019
1004445;UHD;44;2020
1004445;UHD;34;2021
1004445;UHD;12;2022
1004452;UHD;2;2014
1004452;UHD;6;2015
1004452;UHD;1;2016
1004452;UHD;5;2017
1004452;UHD;0;2018
1004452;UHD;5;2019
1004452;UHD;1;2020
1004452;UHD;0;2021
1004452;UHD;0;2022
1004456;UHD;11;2014
1004456;UHD;46;2015
1004456;UHD;93;2016
1004456;UHD;41;2017
1004456;UHD;5;2018
1004456;UHD;3;2019
1004456;UHD;39;2020
1004456;UHD;21;2021
1004456;UHD;4;2022
1004463;UHD;1;2014
1004463;UHD;9;2015
1004463;UHD;96;2016
1004463;UHD;30;2017
1004463;UHD;24;2018
1004463;UHD;34;2019
1004463;UHD;42;2020
1004463;UHD;27;2021
1004463;UHD;7;2022
1004466;UHD;5;2015
1004469;UHD;29;2014
1004469;UHD;67;2015
1004469;UHD;68;2016
1004469;UHD;65;2017
1004469;UHD;108;2018
1004469;UHD;128;2019
1004469;UHD;203;2020
1004469;UHD;250;2021
1004469;UHD;69;2022
1004511;UHD;42;2014
1004511;UHD;179;2015
1004511;UHD;266;2016
1004511;UHD;149;2017
1004511;UHD;164;2018
1004511;UHD;231;2019
1004511;UHD;232;2020
1004511;UHD;215;2021
1004511;UHD;51;2022
1004676;UHD;16;2015
1004676;UHD;27;2016
1004676;UHD;20;2017
1004676;UHD;12;2018
1004676;UHD;13;2019
1004676;UHD;5;2020
1004676;UHD;5;2021
1004676;UHD;1;2022
1004678;UHD;24;2014
1004678;UHD;55;2015
1004678;UHD;49;2016
1004678;UHD;62;2017
1004678;UHD;48;2018
1004678;UHD;49;2019
1004678;UHD;49;2020
1004678;UHD;51;2021
1004678;UHD;20;2022
1004685;UHD;0;2014
1004685;UHD;18;2015
1004685;UHD;27;2016
1004685;UHD;38;2017
1004685;UHD;10;2018
1004685;UHD;14;2019
1004685;UHD;16;2020
1004685;UHD;12;2021
1004685;UHD;4;2022
1004689;UHD;10;2014
1004689;UHD;26;2015
1004689;UHD;33;2016
1004689;UHD;18;2017
1004689;UHD;15;2018
1004689;UHD;22;2019
1004689;UHD;29;2020
1004689;UHD;22;2021
1004689;UHD;6;2022
1004690;UHD;0;2015
1004690;UHD;1;2016
1004690;UHD;0;2017
1004690;UHD;0;2018
1004690;UHD;1;2019
1004690;UHD;0;2020
1004690;UHD;0;2021
1004690;UHD;0;2022
1004702;UHD;12;2014
1004702;UHD;27;2015
1004702;UHD;35;2016
1004702;UHD;37;2017
1004702;UHD;34;2018
1004702;UHD;55;2019
1004702;UHD;57;2020
1004702;UHD;52;2021
1004702;UHD;17;2022
1004705;UHD;1;2014
1004705;UHD;3;2015
1004705;UHD;4;2016
1004705;UHD;3;2017
1004705;UHD;1;2018
1004705;UHD;0;2019
1004705;UHD;2;2020
1004705;UHD;0;2021
1004705;UHD;0;2022
1004707;UHD;6;2014
1004707;UHD;2;2015
1004708;UHD;19;2014
1004708;UHD;52;2015
1004708;UHD;53;2016
1004708;UHD;31;2017
1004708;UHD;35;2018
1004708;UHD;48;2019
1004708;UHD;28;2020
1004708;UHD;18;2021
1004708;UHD;10;2022
1004716;UHD;9;2014
1004716;UHD;84;2015
1004716;UHD;169;2016
1004716;UHD;88;2017
1004716;UHD;107;2018
1004716;UHD;97;2019
1004716;UHD;103;2020
1004716;UHD;84;2021
1004716;UHD;19;2022
1004730;UHD;7;2014
1004730;UHD;32;2015
1004730;UHD;62;2016
1004730;UHD;31;2017
1004730;UHD;70;2018
1004730;UHD;68;2019
1004730;UHD;130;2020
1004730;UHD;102;2021
1004730;UHD;57;2022
1004736;UHD;36;2014
1004736;UHD;62;2015
1004736;UHD;119;2016
1004736;UHD;51;2017
1004736;UHD;49;2018
1004736;UHD;51;2019
1004736;UHD;36;2020
1004736;UHD;24;2021
1004736;UHD;1;2022
1004739;UHD;6;2014
1004739;UHD;10;2015
1004739;UHD;25;2016
1004739;UHD;20;2017
1004739;UHD;24;2018
1004739;UHD;12;2019
1004739;UHD;14;2020
1004739;UHD;22;2021
1004739;UHD;8;2022
1004743;UHD;45;2014
1004743;UHD;72;2015
1004743;UHD;99;2016
1004743;UHD;92;2017
1004743;UHD;95;2018
1004743;UHD;136;2019
1004743;UHD;143;2020
1004743;UHD;136;2021
1004743;UHD;32;2022
1004744;UHD;1;2014
1004744;UHD;3;2015
1004744;UHD;2;2016
1004744;UHD;4;2017
1004744;UHD;0;2018
1004744;UHD;5;2019
1004744;UHD;4;2020
1004744;UHD;5;2021
1004744;UHD;2;2022
1004749;UHD;14;2015
1004749;UHD;21;2016
1004749;UHD;25;2017
1004749;UHD;14;2018
1004749;UHD;26;2019
1004749;UHD;23;2020
1004749;UHD;1;2021
1004750;UHD;2;2015
1004750;UHD;12;2016
1004750;UHD;10;2017
1004750;UHD;16;2018
1004750;UHD;6;2019
1004750;UHD;14;2020
1004750;UHD;4;2021
1004750;UHD;0;2022
1004756;UHD;40;2015
1004756;UHD;87;2016
1004756;UHD;101;2017
1004756;UHD;28;2018
1004758;UHD;7;2014
1004758;UHD;52;2015
1004758;UHD;36;2016
1004758;UHD;56;2017
1004758;UHD;29;2018
1004758;UHD;43;2019
1004758;UHD;42;2020
1004758;UHD;69;2021
1004758;UHD;14;2022
1004762;UHD;9;2014
1004762;UHD;45;2015
1004762;UHD;28;2016
1004762;UHD;62;2017
1004762;UHD;50;2018
1004762;UHD;80;2019
1004762;UHD;52;2020
1004762;UHD;34;2021
1004762;UHD;6;2022
1004763;UHD;17;2014
1004763;UHD;32;2015
1004763;UHD;17;2016
1004763;UHD;50;2017
1004763;UHD;33;2018
1004763;UHD;29;2019
1004763;UHD;30;2020
1004763;UHD;36;2021
1004763;UHD;5;2022
1004764;UHD;8;2014
1004764;UHD;19;2015
1004764;UHD;36;2016
1004764;UHD;25;2017
1004764;UHD;37;2018
1004764;UHD;59;2019
1004764;UHD;86;2020
1004764;UHD;147;2021
1004764;UHD;52;2022
1004787;UHD;41;2014
1004787;UHD;106;2015
1004787;UHD;145;2016
1004787;UHD;138;2017
1004787;UHD;142;2018
1004787;UHD;156;2019
1004787;UHD;159;2020
1004787;UHD;154;2021
1004787;UHD;23;2022
1004793;UHD;21;2014
1004793;UHD;76;2015
1004793;UHD;146;2016
1004793;UHD;90;2017
1004793;UHD;90;2018
1004793;UHD;141;2019
1004793;UHD;125;2020
1004793;UHD;180;2021
1004793;UHD;70;2022
1004794;UHD;7;2014
1004794;UHD;40;2015
1004794;UHD;21;2016
1004794;UHD;21;2017
1004794;UHD;32;2018
1004794;UHD;24;2019
1004794;UHD;36;2020
1004794;UHD;24;2021
1004794;UHD;10;2022
1004797;UHD;2;2014
1004797;UHD;0;2015
1004797;UHD;1;2016
1004797;UHD;2;2017
1004799;UHD;2;2014
1004799;UHD;27;2015
1004799;UHD;26;2016
1004799;UHD;31;2017
1004799;UHD;17;2018
1004799;UHD;16;2019
1004799;UHD;15;2020
1004799;UHD;23;2021
1004799;UHD;12;2022
1004804;UHD;38;2014
1004804;UHD;75;2015
1004804;UHD;69;2016
1004804;UHD;45;2017
1004804;UHD;63;2018
1004804;UHD;82;2019
1004804;UHD;65;2020
1004804;UHD;99;2021
1004804;UHD;22;2022
1004807;UHD;13;2014
1004807;UHD;26;2015
1004807;UHD;19;2016
1004807;UHD;14;2017
1004807;UHD;15;2018
1004807;UHD;15;2019
1004807;UHD;9;2020
1004807;UHD;7;2021
1004807;UHD;3;2022
1004819;UHD;40;2014
1004819;UHD;97;2015
1004819;UHD;75;2016
1004819;UHD;79;2017
1004819;UHD;109;2018
1004819;UHD;104;2019
1004819;UHD;109;2020
1004819;UHD;74;2021
1004819;UHD;31;2022
1004822;UHD;22;2014
1004822;UHD;81;2015
1004822;UHD;74;2016
1004822;UHD;80;2017
1004822;UHD;78;2018
1004822;UHD;93;2019
1004822;UHD;81;2020
1004822;UHD;4;2021
1004838;UHD;7;2015
1004838;UHD;38;2016
1004838;UHD;8;2017
1004843;UHD;2;2014
1004843;UHD;17;2015
1004843;UHD;64;2016
1004843;UHD;31;2017
1004843;UHD;14;2018
1004843;UHD;7;2019
1004843;UHD;24;2020
1004843;UHD;9;2021
1004846;UHD;0;2022
1004850;UHD;0;2014
1004850;UHD;2;2015
1004850;UHD;2;2016
1004850;UHD;10;2017
1004850;UHD;5;2018
1004850;UHD;3;2019
1004850;UHD;14;2020
1004850;UHD;6;2021
1004850;UHD;2;2022
1004863;UHD;3;2015
1004863;UHD;15;2016
1004863;UHD;11;2017
1004863;UHD;10;2018
1004863;UHD;17;2019
1004863;UHD;17;2020
1004863;UHD;27;2021
1004863;UHD;4;2022
1004867;UHD;3;2014
1004867;UHD;11;2015
1004867;UHD;11;2016
1004867;UHD;25;2017
1004867;UHD;19;2018
1004867;UHD;26;2019
1004867;UHD;23;2020
1004867;UHD;35;2021
1004867;UHD;6;2022
1004868;UHD;0;2014
1004868;UHD;14;2015
1004868;UHD;6;2016
1004868;UHD;6;2017
1004868;UHD;1;2018
1004869;UHD;9;2014
1004869;UHD;27;2015
1004869;UHD;23;2016
1004869;UHD;23;2017
1004869;UHD;12;2018
1004869;UHD;19;2019
1004869;UHD;65;2020
1004869;UHD;54;2021
1004869;UHD;9;2022
1004875;UHD;5;2014
1004875;UHD;31;2015
1004875;UHD;32;2016
1004875;UHD;31;2017
1004875;UHD;43;2018
1004875;UHD;47;2019
1004875;UHD;44;2020
1004875;UHD;62;2021
1004875;UHD;12;2022
1004878;UHD;25;2014
1004878;UHD;57;2015
1004878;UHD;35;2016
1004878;UHD;53;2017
1004878;UHD;37;2018
1004878;UHD;32;2019
1004878;UHD;71;2020
1004878;UHD;73;2021
1004878;UHD;9;2022
1004879;UHD;8;2015
1004879;UHD;55;2016
1004879;UHD;41;2017
1004879;UHD;63;2018
1004879;UHD;40;2019
1004879;UHD;15;2020
1004879;UHD;13;2021
1004879;UHD;2;2022
1004881;UHD;13;2014
1004881;UHD;41;2015
1004881;UHD;24;2016
1004881;UHD;15;2017
1004881;UHD;20;2018
1004881;UHD;26;2019
1004881;UHD;28;2020
1004881;UHD;22;2021
1004881;UHD;2;2022
1004890;UHD;10;2014
1004890;UHD;23;2015
1004890;UHD;8;2016
1004896;UHD;7;2014
1004896;UHD;36;2015
1004896;UHD;13;2016
1004896;UHD;13;2017
1004896;UHD;13;2018
1004896;UHD;106;2019
1004896;UHD;215;2020
1004896;UHD;107;2021
1004896;UHD;22;2022
1004960;UHD;20;2014
1004960;UHD;87;2015
1004960;UHD;94;2016
1004960;UHD;86;2017
1004960;UHD;133;2018
1004960;UHD;149;2019
1004960;UHD;78;2020
1004960;UHD;52;2021
1004960;UHD;29;2022
1004972;UHD;45;2014
1004972;UHD;92;2015
1004972;UHD;69;2016
1004972;UHD;43;2017
1004972;UHD;29;2018
1004979;UHD;7;2014
1004979;UHD;33;2015
1004979;UHD;33;2016
1004979;UHD;13;2017
1005003;UHD;8;2014
1005003;UHD;23;2015
1005003;UHD;18;2016
1005003;UHD;24;2017
1005003;UHD;31;2018
1005003;UHD;21;2019
1005003;UHD;38;2020
1005003;UHD;17;2021
1005003;UHD;7;2022
1005006;UHD;10;2014
1005006;UHD;26;2015
1005006;UHD;24;2016
1005006;UHD;35;2017
1005006;UHD;35;2018
1005031;UHD;1;2014
1005031;UHD;9;2015
1005031;UHD;8;2016
1005031;UHD;22;2017
1005031;UHD;14;2018
1005031;UHD;11;2019
1005031;UHD;15;2020
1005031;UHD;19;2021
1005031;UHD;0;2022
1005033;UHD;5;2014
1005033;UHD;15;2015
1005033;UHD;26;2016
1005033;UHD;28;2017
1005033;UHD;41;2018
1005033;UHD;79;2019
1005033;UHD;66;2020
1005033;UHD;73;2021
1005033;UHD;19;2022
1005036;UHD;15;2014
1005036;UHD;33;2015
1005036;UHD;54;2016
1005036;UHD;40;2017
1005036;UHD;49;2018
1005036;UHD;62;2019
1005036;UHD;106;2020
1005036;UHD;83;2021
1005036;UHD;38;2022
1005043;UHD;32;2014
1005043;UHD;103;2015
1005043;UHD;107;2016
1005043;UHD;80;2017
1005043;UHD;83;2018
1005043;UHD;74;2019
1005043;UHD;78;2020
1005043;UHD;52;2021
1005043;UHD;8;2022
1005054;UHD;7;2014
1005054;UHD;23;2015
1005054;UHD;33;2016
1005054;UHD;23;2017
1005054;UHD;21;2018
1005054;UHD;19;2019
1005054;UHD;10;2020
1005054;UHD;25;2021
1005054;UHD;6;2022
1005068;UHD;0;2014
1005069;UHD;10;2014
1005069;UHD;15;2015
1005069;UHD;37;2016
1005069;UHD;22;2017
1005069;UHD;17;2018
1005069;UHD;37;2019
1005069;UHD;47;2020
1005069;UHD;48;2021
1005069;UHD;15;2022
1005073;UHD;1;2014
1005073;UHD;2;2015
1005073;UHD;1;2016
1005073;UHD;0;2017
1005073;UHD;0;2018
1005073;UHD;0;2019
1005073;UHD;0;2020
1005073;UHD;1;2021
1005073;UHD;0;2022
1005076;UHD;29;2014
1005076;UHD;120;2015
1005076;UHD;163;2016
1005076;UHD;159;2017
1005076;UHD;179;2018
1005076;UHD;239;2019
1005076;UHD;225;2020
1005076;UHD;186;2021
1005076;UHD;67;2022
1005082;UHD;32;2014
1005082;UHD;110;2015
1005082;UHD;172;2016
1005082;UHD;122;2017
1005082;UHD;123;2018
1005082;UHD;210;2019
1005082;UHD;246;2020
1005082;UHD;259;2021
1005082;UHD;74;2022
1005098;UHD;50;2014
1005098;UHD;117;2015
1005098;UHD;113;2016
1005098;UHD;95;2017
1005098;UHD;87;2018
1005098;UHD;97;2019
1005098;UHD;22;2020
1005110;UHD;6;2014
1005110;UHD;18;2015
1005110;UHD;24;2016
1005110;UHD;13;2017
1005110;UHD;22;2018
1005110;UHD;20;2019
1005110;UHD;23;2020
1005110;UHD;21;2021
1005110;UHD;11;2022
1005114;UHD;0;2015
1005114;UHD;0;2016
1005114;UHD;0;2017
1005114;UHD;0;2018
1005114;UHD;0;2019
1005114;UHD;0;2020
1005115;UHD;12;2014
1005115;UHD;35;2015
1005115;UHD;35;2016
1005115;UHD;40;2017
1005115;UHD;65;2018
1005115;UHD;66;2019
1005115;UHD;34;2020
1005115;UHD;22;2021
1005115;UHD;7;2022
1005124;UHD;0;2014
1005124;UHD;0;2015
1005124;UHD;4;2016
1005124;UHD;1;2017
1005124;UHD;0;2018
1005124;UHD;1;2019
1005124;UHD;1;2020
1005124;UHD;0;2021
1005131;UHD;5;2014
1005131;UHD;5;2015
1005131;UHD;6;2016
1005133;UHD;0;2014
1005146;UHD;17;2014
1005146;UHD;36;2015
1005146;UHD;51;2016
1005146;UHD;34;2017
1005146;UHD;32;2018
1005146;UHD;32;2019
1005146;UHD;4;2020
1005822;UHD;7;2014
1005822;UHD;12;2015
1005822;UHD;34;2016
1005822;UHD;36;2017
1005822;UHD;27;2018
1005822;UHD;45;2019
1005822;UHD;34;2020
1005822;UHD;34;2021
1005822;UHD;9;2022
1006060;UHD;3;2014
1006060;UHD;3;2015
1006060;UHD;1;2016
1006060;UHD;10;2017
1006060;UHD;7;2018
1006060;UHD;7;2019
1006060;UHD;12;2020
1007374;UHD;3;2014
1007374;UHD;11;2015
1007374;UHD;12;2016
1007374;UHD;11;2017
1007374;UHD;14;2018
1007374;UHD;23;2019
1007374;UHD;11;2020
1007374;UHD;19;2021
1007375;UHD;10;2014
1007375;UHD;57;2015
1007375;UHD;81;2016
1007375;UHD;77;2017
1007375;UHD;94;2018
1007375;UHD;103;2019
1007375;UHD;128;2020
1007375;UHD;47;2021
1007375;UHD;14;2022
1007377;UHD;2;2014
1007377;UHD;7;2015
1007377;UHD;19;2016
1007377;UHD;10;2017
1007377;UHD;11;2018
1007377;UHD;18;2019
1007377;UHD;9;2020
1007377;UHD;12;2021
1007377;UHD;0;2022
1007386;UHD;5;2014
1007386;UHD;23;2015
1007386;UHD;22;2016
1007386;UHD;18;2017
1007386;UHD;21;2018
1007386;UHD;20;2019
1007386;UHD;27;2020
1007798;UHD;2;2014
1007798;UHD;29;2015
1007798;UHD;18;2016
1007798;UHD;0;2017
1007823;UHD;29;2014
1007823;UHD;130;2015
1007823;UHD;132;2016
1007823;UHD;67;2017
1007823;UHD;83;2018
1007823;UHD;92;2019
1007823;UHD;125;2020
1007823;UHD;146;2021
1007823;UHD;58;2022
1007826;UHD;3;2015
1007826;UHD;27;2016
1007826;UHD;29;2017
1007826;UHD;26;2018
1007826;UHD;46;2019
1007826;UHD;40;2020
1007826;UHD;45;2021
1007826;UHD;11;2022
1007838;UHD;0;2014
1007838;UHD;0;2015
1007838;UHD;3;2016
1007838;UHD;4;2017
1007838;UHD;1;2018
1007838;UHD;4;2019
1007838;UHD;4;2020
1007838;UHD;0;2021
1007838;UHD;0;2022
1007845;UHD;0;2014
1007867;UHD;25;2014
1007867;UHD;63;2015
1007867;UHD;31;2016
1007867;UHD;26;2017
1007867;UHD;34;2018
1007867;UHD;27;2019
1007867;UHD;40;2020
1007867;UHD;41;2021
1007867;UHD;5;2022
1007868;UHD;0;2014
1007868;UHD;6;2015
1007868;UHD;1;2016
1007868;UHD;6;2017
1007868;UHD;3;2018
1007868;UHD;1;2019
1007868;UHD;0;2020
1007868;UHD;0;2021
1007868;UHD;0;2022
1007869;UHD;21;2014
1007869;UHD;70;2015
1007869;UHD;117;2016
1007869;UHD;60;2017
1007869;UHD;133;2018
1007869;UHD;117;2019
1007869;UHD;114;2020
1007869;UHD;86;2021
1007869;UHD;19;2022
1007878;UHD;2;2014
1007878;UHD;70;2015
1007878;UHD;46;2016
1007878;UHD;53;2017
1007878;UHD;69;2018
1007878;UHD;102;2019
1007878;UHD;69;2020
1007878;UHD;73;2021
1007878;UHD;23;2022
1007978;UHD;16;2014
1007978;UHD;43;2015
1007978;UHD;50;2016
1007978;UHD;14;2017
1007978;UHD;35;2018
1007978;UHD;62;2019
1007978;UHD;29;2020
1007978;UHD;65;2021
1007978;UHD;23;2022
1008068;UHD;4;2014
1008068;UHD;17;2015
1008068;UHD;25;2016
1008068;UHD;16;2017
1008068;UHD;7;2018
1008068;UHD;8;2019
1008068;UHD;13;2020
1008068;UHD;18;2021
1008068;UHD;7;2022
1008071;UHD;1;2014
1008071;UHD;13;2015
1008071;UHD;17;2016
1008071;UHD;22;2017
1008071;UHD;11;2018
1008071;UHD;8;2019
1008137;UHD;5;2014
1008137;UHD;22;2015
1008137;UHD;12;2016
1008137;UHD;25;2017
1008137;UHD;22;2018
1008137;UHD;30;2019
1008137;UHD;54;2020
1008137;UHD;26;2021
1008137;UHD;10;2022
1008186;UHD;88;2015
1008186;UHD;136;2016
1008186;UHD;119;2017
1008186;UHD;100;2018
1008186;UHD;105;2019
1008186;UHD;113;2020
1008186;UHD;238;2021
1008186;UHD;32;2022
1008225;UHD;12;2014
1008225;UHD;25;2015
1008225;UHD;74;2016
1008225;UHD;97;2017
1008225;UHD;70;2018
1008225;UHD;242;2019
1008225;UHD;241;2020
1008225;UHD;247;2021
1008225;UHD;109;2022
1008228;UHD;48;2014
1008228;UHD;86;2015
1008228;UHD;128;2016
1008228;UHD;83;2017
1008228;UHD;127;2018
1008228;UHD;113;2019
1008228;UHD;140;2020
1008228;UHD;132;2021
1008228;UHD;33;2022
1008328;UHD;15;2015
1008328;UHD;17;2016
1008328;UHD;43;2017
1008328;UHD;17;2018
1008332;UHD;11;2014
1008332;UHD;82;2015
1008332;UHD;73;2016
1008332;UHD;61;2017
1008332;UHD;56;2018
1008488;UHD;13;2022
1008659;UHD;5;2014
1008659;UHD;27;2015
1008659;UHD;35;2016
1008659;UHD;36;2017
1008659;UHD;27;2018
1008659;UHD;40;2019
1008659;UHD;43;2020
1008659;UHD;60;2021
1008659;UHD;13;2022
1008663;UHD;20;2014
1008663;UHD;16;2015
1008663;UHD;7;2016
1008663;UHD;9;2017
1008669;UHD;0;2014
1008669;UHD;9;2015
1008669;UHD;11;2016
1008669;UHD;4;2017
1008669;UHD;4;2018
1008669;UHD;5;2019
1008669;UHD;7;2020
1008669;UHD;3;2021
1008669;UHD;1;2022
1008691;UHD;5;2014
1008691;UHD;10;2015
1008691;UHD;10;2016
1008691;UHD;5;2017
1008691;UHD;14;2018
1008693;UHD;0;2014
1008693;UHD;5;2015
1008693;UHD;4;2016
1008711;UHD;24;2014
1008711;UHD;55;2015
1008711;UHD;133;2016
1008711;UHD;136;2017
1008711;UHD;67;2018
1008718;UHD;3;2014
1008718;UHD;10;2015
1008718;UHD;3;2016
1008718;UHD;16;2017
1008718;UHD;4;2018
1008718;UHD;5;2019
1008718;UHD;5;2020
1008718;UHD;4;2021
1008718;UHD;1;2022
1008723;UHD;3;2014
1008723;UHD;15;2015
1008723;UHD;13;2016
1008723;UHD;5;2017
1008723;UHD;17;2018
1008723;UHD;15;2019
1008723;UHD;16;2020
1008723;UHD;13;2021
1008723;UHD;0;2022
1008726;UHD;10;2014
1008726;UHD;14;2015
1008726;UHD;30;2016
1008726;UHD;28;2017
1008726;UHD;26;2018
1008726;UHD;30;2019
1008726;UHD;18;2020
1008726;UHD;28;2021
1008726;UHD;0;2022
1008727;UHD;2;2014
1008727;UHD;14;2015
1008727;UHD;4;2016
1008747;UHD;0;2014
1008751;UHD;26;2014
1008751;UHD;49;2015
1008751;UHD;51;2016
1008751;UHD;48;2017
1008751;UHD;39;2018
1008751;UHD;41;2019
1008751;UHD;27;2020
1008751;UHD;30;2021
1008751;UHD;6;2022
1008752;UHD;15;2014
1008752;UHD;20;2015
1008752;UHD;20;2016
1008752;UHD;13;2017
1008752;UHD;21;2018
1008752;UHD;32;2019
1008752;UHD;29;2020
1008752;UHD;15;2021
1008752;UHD;6;2022
1008753;UHD;12;2014
1008753;UHD;1;2015
1008757;UHD;18;2014
1008757;UHD;38;2015
1008757;UHD;36;2016
1008757;UHD;36;2017
1008757;UHD;21;2018
1008757;UHD;4;2019
1008757;UHD;4;2020
1008758;UHD;21;2014
1008758;UHD;5;2015
1008758;UHD;1;2016
1008758;UHD;18;2017
1008758;UHD;14;2018
1008758;UHD;25;2019
1008758;UHD;18;2020
1008758;UHD;46;2021
1008758;UHD;11;2022
1008879;UHD;40;2014
1008879;UHD;70;2015
1008879;UHD;55;2016
1008879;UHD;51;2017
1008879;UHD;42;2018
1008879;UHD;86;2019
1008879;UHD;43;2020
1008879;UHD;74;2021
1008879;UHD;12;2022
1008899;UHD;0;2014
1008899;UHD;3;2015
1008899;UHD;3;2016
1008899;UHD;7;2017
1008899;UHD;7;2018
1008899;UHD;2;2019
1008899;UHD;14;2020
1008899;UHD;4;2021
1008899;UHD;0;2022
1008918;UHD;21;2014
1008918;UHD;37;2015
1008918;UHD;47;2016
1008918;UHD;38;2017
1008918;UHD;53;2018
1008918;UHD;162;2019
1008918;UHD;132;2020
1008918;UHD;106;2021
1008918;UHD;33;2022
1008919;UHD;11;2014
1008919;UHD;11;2015
1008919;UHD;32;2016
1008919;UHD;19;2017
1008919;UHD;26;2018
1008919;UHD;20;2019
1008919;UHD;32;2020
1008919;UHD;19;2021
1008919;UHD;5;2022
1008923;UHD;3;2014
1008923;UHD;22;2015
1008923;UHD;27;2016
1008923;UHD;32;2017
1008923;UHD;53;2018
1008923;UHD;59;2019
1008923;UHD;39;2020
1008923;UHD;43;2021
1008923;UHD;18;2022
1009010;UHD;3;2015
1009010;UHD;7;2016
1009010;UHD;4;2017
1009010;UHD;7;2018
1009010;UHD;12;2019
1009010;UHD;28;2020
1009010;UHD;42;2021
1009010;UHD;20;2022
1009011;UHD;34;2022
1009027;UHD;8;2014
1009027;UHD;17;2015
1009027;UHD;17;2016
1009027;UHD;18;2017
1009027;UHD;11;2018
1009027;UHD;32;2019
1009027;UHD;40;2020
1009027;UHD;43;2021
1009027;UHD;9;2022
1009043;UHD;44;2014
1009043;UHD;168;2015
1009043;UHD;97;2016
1009043;UHD;134;2017
1009043;UHD;115;2018
1009043;UHD;118;2019
1009043;UHD;112;2020
1009043;UHD;206;2021
1009043;UHD;50;2022
1009056;UHD;0;2015
1009056;UHD;0;2016
1009058;UHD;13;2014
1009058;UHD;32;2015
1009058;UHD;56;2016
1009058;UHD;63;2017
1009058;UHD;41;2018
1009058;UHD;63;2019
1009058;UHD;33;2020
1009058;UHD;56;2021
1009058;UHD;13;2022
1009112;UHD;33;2014
1009112;UHD;44;2015
1009112;UHD;56;2016
1009112;UHD;22;2017
1009112;UHD;17;2018
1009112;UHD;14;2019
1009118;UHD;0;2014
1009118;UHD;0;2015
1009118;UHD;0;2016
1009156;UHD;0;2014
1009156;UHD;0;2015
1009156;UHD;0;2016
1009156;UHD;6;2017
1009156;UHD;0;2018
1009156;UHD;0;2019
1009156;UHD;0;2020
1009156;UHD;0;2021
1009156;UHD;0;2022
1009172;UHD;2;2014
1009172;UHD;7;2015
1009172;UHD;8;2016
1009172;UHD;19;2017
1009172;UHD;13;2018
1009172;UHD;41;2019
1009172;UHD;15;2020
1009172;UHD;5;2021
1009172;UHD;0;2022
1009180;UHD;17;2014
1009180;UHD;58;2015
1009180;UHD;39;2016
1009180;UHD;69;2017
1009180;UHD;46;2018
1009180;UHD;47;2019
1009180;UHD;83;2020
1009180;UHD;72;2021
1009180;UHD;19;2022
1009186;UHD;1;2014
1009186;UHD;9;2015
1009883;UHD;4;2015
1009883;UHD;11;2016
1009883;UHD;14;2017
1009883;UHD;9;2018
1009883;UHD;14;2019
1009883;UHD;10;2020
1009883;UHD;18;2021
1009883;UHD;5;2022
1009900;UHD;1;2014
1009900;UHD;5;2015
1009900;UHD;6;2016
1009900;UHD;2;2017
1009900;UHD;0;2018
1009900;UHD;16;2019
1009900;UHD;5;2020
1010003;UHD;26;2014
1010003;UHD;68;2015
1010003;UHD;80;2016
1010003;UHD;62;2017
1010003;UHD;101;2018
1010003;UHD;90;2019
1010003;UHD;130;2020
1010003;UHD;188;2021
1010003;UHD;49;2022
1010030;UHD;18;2014
1010030;UHD;59;2015
1010030;UHD;116;2016
1010030;UHD;96;2017
1010030;UHD;69;2018
1010030;UHD;126;2019
1010030;UHD;158;2020
1010030;UHD;195;2021
1010030;UHD;62;2022
1010032;UHD;0;2014
1010032;UHD;21;2015
1010032;UHD;22;2016
1010032;UHD;9;2017
1010032;UHD;0;2018
1010032;UHD;0;2019
1010032;UHD;0;2020
1010037;UHD;1;2014
